query_text,plan_hash,execution_time_ms,cpu_usage_ms,memory_usage_kb,rows_processed,actual_cost,buffers_hit,schema_version,release_version,statistics_version,regression_label,severity,execution_timestamp,Execution_Time_Difference,Plan_Difference_Score,CPU_Difference,Memory_Difference
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",f598dae305e1433e944792de37a16d1f,37.63,28.64,4964.95,464,42.14,1094,v1.2,r1.1.0,s2,No Regression,0,2026-08-30 18:26:38,2.695984008394451,0.0,1.9545523304625456,107.58405024689948
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,4f625f99789f4824b1e170c5c15a4de5,58.59,38.77,8334.51,764,56.56,3720,v1.1,r1.1.0,s3,No Regression,0,2026-08-30 18:31:38,-0.6929181516099353,0.0,-0.5023563878094204,180.5980609317891
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,b639339b3703494fbf09dfd515238440,70.0,54.91,8349.11,723,72.3,2405,v1.2,r1.0.0,s3,No Regression,0,2026-08-30 18:36:38,-6.177869387684305,0.0,-4.478872638485207,180.9144240640673
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,5ff48c333be449529e6cf9e44e3ca116,65.17,39.18,10926.97,903,76.04,3757,v2.0,r2.0.0,s3,No Regression,0,2026-08-30 18:41:38,2.491147905491006,0.0,1.806048896819694,236.77331887055524
SELECT COUNT(*) FROM customers WHERE status = 1,d3cf754248714daf9168196bb013b5c1,64.37,44.28,6348.96,775,72.06,3516,v1.0,r1.1.0,s1,No Regression,0,2026-08-30 18:46:38,-1.6214571252914023,0.0,-1.1755347187206755,137.5737583773361
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",1fdb1c84fcc6453f9fc460cc38019dab,86.85,70.97,8307.03,919,75.26,3889,v1.2,r1.0.0,s2,No Regression,0,2026-08-30 18:51:38,6.762067151544473,0.0,4.9024081999902265,180.00260484445997
"SELECT customer_id, SUM(total_amount) FROM payments GROUP BY customer_id HAVING SUM(total_amount) > 1000",585550dbca7a4b00b99bd27c62412237,97.39,77.9,7238.49,740,108.08,3570,v1.2,r1.2.0,s1,No Regression,0,2026-08-30 18:56:38,7.857121335152688,0.0,5.696307829917498,156.84872392907872
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",228a491cfe8345ae9a9d2b3a100b2601,77.07,39.97,6208.07,529,86.46,1774,v1.1,r2.0.0,s1,No Regression,0,2026-08-30 19:01:38,4.639195456253286,0.0,3.363354627571082,134.5208541508513
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",3f7ad9cc48a94060a0788b82d372dd74,101.5,86.23,10520.09,925,94.13,2493,v2.0,r1.1.0,s3,No Regression,0,2026-08-30 19:06:38,-4.663098107454846,0.0,-3.3806837298449732,227.95675508553052
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,36dcf760f86f4f09b11aff7b7b514db4,51.57,31.6,5192.94,454,57.79,1166,v1.2,r1.1.0,s1,No Regression,0,2026-08-30 19:11:38,2.2084461618664255,0.0,1.6010939155932609,112.52429891320843
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",962a8c3195224064bdbc7dc66094328e,71.38,38.71,9743.54,793,77.05,2622,v1.2,r1.0.0,s2,No Regression,0,2026-08-30 19:16:38,1.2100642818146092,0.0,0.8772804121485674,211.12992012863677
SELECT COUNT(*) FROM inventory WHERE status = 1,ff224855f751468798d3e775a43d6e4f,14.14,10.59,-758.46,73,11.64,198,v2.0,r1.0.0,s2,No Regression,0,2026-08-30 19:21:38,-1.2690693621108282,0.0,-0.9200583058018709,-16.43484803477646
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",db575e2d97a14c308b224dd6bcbcd9aa,69.05,46.82,9001.55,958,80.23,2310,v2.0,r1.2.0,s3,No Regression,0,2026-08-30 19:26:38,2.606552605152773,0.0,1.8897157598158763,195.05195570951932
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",1d869107a0ca422284a31afb8c748a04,85.04,50.62,8465.23,766,102.02,888,v1.1,r1.1.0,s1,No Regression,0,2026-08-30 19:31:38,-5.158625759359633,0.0,-3.739934646698864,183.43059440106364
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",ab02381df8dd45d4aa3a1741a7fbd70c,5.54,3.67,2537.16,85,6.58,336,v2.0,r1.1.0,s1,No Regression,0,2026-08-30 19:36:38,-0.2501503160895885,0.0,-0.1813556318422018,54.976978403493185
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",e3b4753ef306446194aa712b513fa7fa,7.77,5.47,1305.53,110,6.9,252,v1.2,r1.2.0,s3,No Regression,0,2026-08-30 19:41:38,0.3486745505683481,0.0,0.2527843834623497,28.289147950902766
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",1ccaf7d7c11d48a2ad7afca16489cb00,46.77,35.46,5272.1,442,54.19,1672,v2.0,r2.0.0,s1,No Regression,0,2026-08-30 19:46:38,2.8861923579745894,0.0,2.092450838683556,114.23959381397171
SELECT COUNT(*) FROM orders WHERE is_deleted = false,451cd6435c9c4282829c52b1f46b3ecb,57.6,31.42,4099.21,469,47.55,1691,v1.2,r1.2.0,s2,No Regression,0,2026-08-30 19:51:38,5.354313766277289,0.0,3.8818058331649357,88.82458325110883
"SELECT id, status, created_at FROM shipments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",cf61ebe8d4f1482ea049785aa31581bb,112.98,59.52,11472.85,1079,97.39,2173,v1.1,r2.0.0,s2,No Regression,0,2026-08-30 19:56:38,-1.3858761971124542,0.0,-1.004741698157134,248.60183302453012
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,1729849223a943efa23c4c4eb5489a42,121.12,69.6,9908.15,922,142.34,2150,v1.2,r1.1.0,s4,No Regression,0,2026-08-30 20:01:38,4.871863369505001,0.0,3.532035751292147,214.69680610153517
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,ebf7c4dfb166494586d6b08887440177,102.48,67.52,9595.59,766,93.74,3648,v1.1,r2.0.0,s2,No Regression,0,2026-08-30 20:06:38,8.0103452713942,0.0,5.807393133365513,207.9240348258585
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",5c8f2fe44e71401eadbb50145b48deae,11.84,5.97,683.85,175,13.47,608,v1.1,r1.2.0,s4,No Regression,0,2026-08-30 20:11:38,-0.7166710405853562,0.0,-0.5195769144733658,14.81814575400401
"SELECT customer_id, SUM(total_amount) FROM employees GROUP BY customer_id HAVING SUM(total_amount) > 1000",848e0dad21594e378f0ff07a17a6c39d,71.76,56.66,10218.14,839,80.02,1618,v1.0,r2.0.0,s4,No Regression,0,2026-08-30 20:16:38,-2.173556147986542,0.0,-1.5757991224021808,221.4138887984478
"SELECT customer_id, SUM(total_amount) FROM products GROUP BY customer_id HAVING SUM(total_amount) > 1000",63e969d0326e4259a123cae32464a1f1,135.95,83.99,9765.07,1020,125.82,2499,v1.2,r1.0.0,s2,No Regression,0,2026-08-30 20:21:38,-6.943246966220177,0.0,-5.033761141218562,211.59644740520866
SELECT COUNT(*) FROM orders WHERE category_id = 5,ffe9f8f6ff19496196adca8cd4a7e130,40.31,27.9,5984.24,544,46.71,2133,v1.0,r1.2.0,s3,No Regression,0,2026-08-30 20:26:38,-3.028564607018112,0.0,-2.1956688141221163,129.67074730853398
SELECT COUNT(*) FROM payments WHERE status = 1,2a4826507cc6426eb9095f9d38a2417c,147.94,102.49,10733.61,1036,122.04,2913,v1.0,r1.2.0,s1,No Regression,0,2026-08-30 20:31:38,12.289812815374352,0.0,8.909949838146021,232.583457551561
SELECT * FROM employees WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,61ad3d40c81a475a9ff24f3b1320dd35,45.29,37.95,5674.37,481,51.5,1059,v1.0,r1.0.0,s1,No Regression,0,2026-08-30 20:36:38,0.4676011952339109,0.0,0.33900460945827376,122.95626485654418
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",df98cfac5ade4a4abcf6bf6517bcbb9f,161.22,87.24,10418.7,982,119.94,4443,v2.0,r1.1.0,s4,Major,2,2026-08-30 20:41:38,123.89310156213028,0.8655090991537986,89.82084078855733,1603.862570797465
SELECT COUNT(*) FROM customers WHERE status = 1,84761f92a5634060a30c9a88d8c9911f,81.01,69.74,7807.7,781,84.0,1709,v1.2,r1.2.0,s2,No Regression,0,2026-08-30 20:46:38,2.8280937676377693,0.0,2.050330138120852,169.18276903346802
"SELECT customer_id, SUM(total_amount) FROM products GROUP BY customer_id HAVING SUM(total_amount) > 1000",3b8b15a2a75f4afbaa93555c19cf713f,97.23,49.05,8371.62,817,115.83,922,v1.1,r1.1.0,s2,No Regression,0,2026-08-30 20:51:38,5.305565512846878,0.0,3.8464640017402267,181.4021866741757
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,141c47c05d164626b9f05aa695361262,56.68,36.41,8625.62,826,55.92,1846,v1.2,r1.1.0,s4,No Regression,0,2026-08-30 20:56:38,-1.2860800557384258,0.0,-0.9323908310576143,186.9060384275091
"SELECT t1.id, t2.name FROM employees t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",76f7464f3f91432fbd13b3ebfb454759,92.03,71.44,12375.07,885,84.28,2288,v2.0,r1.0.0,s4,No Regression,0,2026-08-30 21:01:38,8.957239957061281,0.0,6.493879109844053,268.1517744768625
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,993cf94933f747a08015c97ca841b5a1,57.84,39.95,5849.91,527,68.76,1150,v2.0,r1.1.0,s3,No Regression,0,2026-08-30 21:06:38,-1.797816140552267,0.0,-1.3033926448815523,126.75998980449748
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",7f35695a0b1a42928bf7675b4b8222a7,82.82,51.83,8755.9,843,81.55,2594,v1.2,r1.1.0,s4,No Regression,0,2026-08-30 21:11:38,-7.177235153982029,0.0,-5.2033994462925595,189.7290376653999
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,ac86da2b60644b1c81715db1728bdb82,8.55,7.27,1330.38,90,7.48,110,v1.0,r1.1.0,s4,No Regression,0,2026-08-30 21:16:38,-0.8064343963468139,0.0,-0.5846541462549372,28.827615337006446
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",e4ae824ba2cf4c449b3d876457dd5ff8,39.06,25.78,5854.38,471,34.32,1943,v1.0,r2.0.0,s1,No Regression,0,2026-08-30 21:21:38,-1.0435863069538294,0.0,-0.7565861080571263,126.85684892787307
SELECT COUNT(*) FROM shipments WHERE category_id = 5,3b4fe81b47114e41acf4178271641336,330.4,47.22,9687.95,960,72.27,3294,v2.0,r2.0.0,s1,Critical,3,2026-08-30 21:26:38,245.6300790449725,0.5101931365842003,178.07852047125607,1491.3703622099977
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",65e34c21ddb949faaf7394439d458fdc,120.57,66.65,10396.87,1069,140.67,3726,v1.2,r1.0.0,s2,No Regression,0,2026-08-30 21:31:38,2.549330636914902,0.0,1.8482305985446152,225.28673692393315
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",e0a453c426884d66b526a70d900bab44,86.67,55.52,11135.15,1141,93.41,1410,v1.0,r1.0.0,s1,No Regression,0,2026-08-30 21:36:38,3.5677705537992277,0.0,2.586585910291366,241.28431043751957
"SELECT customer_id, SUM(total_amount) FROM shipments GROUP BY customer_id HAVING SUM(total_amount) > 1000",636cf170413447548443238fa3a36a76,107.12,77.33,11122.33,1034,92.77,3908,v1.2,r1.2.0,s4,No Regression,0,2026-08-30 21:41:38,0.8575233595112658,0.0,0.6216929609152149,241.00651760493005
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",5647d83329b3435cb5894600c06aa9ff,71.56,55.6,10839.88,1015,77.18,2620,v1.2,r1.2.0,s3,No Regression,0,2026-08-30 21:46:38,-2.675469946837215,0.0,-1.93967991033724,234.88619111780798
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",935c73b186d14f13b81ad8c32126a9e5,47.4,40.55,4214.75,534,44.36,2287,v2.0,r1.1.0,s3,No Regression,0,2026-08-30 21:51:38,1.0592227967652939,0.0,0.7679223539347317,91.32818573764482
SELECT COUNT(*) FROM orders WHERE category_id = 5,80e286518cb14fba9d6b3640828f46b5,64.44,49.23,10376.85,805,75.37,3068,v1.0,r1.2.0,s3,No Regression,0,2026-08-30 21:56:38,-3.9195385689067845,0.0,-2.841613014150234,224.85292939597358
SELECT * FROM shipments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,a6cf002d9dfd4abc95a6d52ddab54d84,7.55,4.3,497.67,86,8.67,139,v2.0,r1.2.0,s2,No Regression,0,2026-08-30 22:01:38,-0.4118967050903197,0.0,-0.2986195994996189,10.783865756226039
SELECT COUNT(*) FROM shipments WHERE is_deleted = false,435637a2e527438a98c3cbd186e01eb1,74.12,58.45,4214.18,494,82.81,1505,v1.2,r1.2.0,s2,No Regression,0,2026-08-30 22:06:38,-5.201434913460681,0.0,-3.770970710582331,91.31583457426136
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,36ae898264a84fad9fbf8ff5f9414397,89.24,79.5,10751.24,973,93.43,1909,v2.0,r1.1.0,s4,No Regression,0,2026-08-30 22:11:38,-8.38091702075929,0.0,-6.076052692943711,232.9654768681408
SELECT COUNT(*) FROM shipments WHERE is_deleted = false,63be36bc474e4a5689a07e967eb8fc38,38.61,24.91,4920.02,485,41.92,617,v1.0,r1.0.0,s4,No Regression,0,2026-08-30 22:16:38,-2.3288140331192904,0.0,-1.6883590115795724,106.61047521037482
"SELECT id, status, created_at FROM payments WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",fd54a783e6994b5ebefa8539437f6383,70.52,47.64,7640.26,859,67.05,2037,v2.0,r2.0.0,s2,No Regression,0,2026-08-30 22:21:38,1.4328306606832468,0.0,1.0387830559367621,165.5545606178061
SELECT COUNT(*) FROM shipments WHERE status = 1,3214c67e9ff74384b2bdc02374dd4f27,93.61,80.3,9078.65,976,86.98,4685,v1.2,r1.1.0,s4,No Regression,0,2026-08-30 22:26:38,6.700369892020805,0.0,4.857678512421733,196.7226130724406
"SELECT id, status, created_at FROM employees WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",ae509deb014b4ce0809c16410b491750,80.87,60.89,6823.66,881,85.99,2096,v1.0,r2.0.0,s1,No Regression,0,2026-08-30 22:31:38,-5.049234393258309,0.0,-3.6606273700681116,147.85989391791622
SELECT COUNT(*) FROM products WHERE is_deleted = false,493a5cd19c324a8bbaf4b4ea8e0c870c,58.68,41.77,6584.5,519,59.69,1948,v1.1,r1.1.0,s4,No Regression,0,2026-08-30 22:36:38,-3.0274644756057247,0.0,-2.194871233569264,142.67760578670675
SELECT COUNT(*) FROM shipments WHERE status = 1,4e42ad7856b0472da0033d4d551bfa20,5.81,3.89,2596.18,56,6.93,98,v2.0,r2.0.0,s1,No Regression,0,2026-08-30 22:41:38,0.41686003533002325,0.0,0.3022179475078644,56.25586553137403
SELECT COUNT(*) FROM inventory WHERE category_id = 5,577062a2547842f0a06419c6575bec19,32.91,6.47,1184.08,168,9.32,740,v1.1,r1.0.0,s1,Critical,3,2026-08-30 22:46:38,25.982014544814263,0.6608756755731642,18.836612873279456,182.2781722124509
SELECT COUNT(*) FROM orders WHERE is_deleted = false,7638a7e0c911430c8f472735c7cb6867,12.11,7.81,1952.03,84,10.37,223,v1.2,r2.0.0,s2,No Regression,0,2026-08-30 22:51:38,1.0965791256832191,0.0,0.7950051925260255,42.297967472674486
SELECT * FROM products WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,a85832ee23da413587c0e9bd011bd878,9.34,5.34,1378.25,93,7.81,403,v2.0,r1.1.0,s1,No Regression,0,2026-08-30 22:56:38,0.11504885594394644,0.0,0.08340888106239444,29.864896374140567
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",36e0f24e858e44a5a76e3f18e4a459e3,94.23,63.51,9042.04,829,85.12,2727,v1.0,r2.0.0,s2,No Regression,0,2026-08-30 23:01:38,-1.8291689087274348,0.0,-1.3261229822694662,195.92932168389916
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",32bbc10ef0584088bbf0dc218379a2fd,49.48,41.11,10371.06,994,55.41,4568,v2.0,r1.0.0,s3,No Regression,0,2026-08-30 23:06:38,-2.6020145920602253,0.0,-1.8864257610480457,224.72746757844678
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",3455da6a69db4b8bb165b5e90eb39d6b,82.69,46.34,7419.57,733,97.29,3075,v1.0,r2.0.0,s4,No Regression,0,2026-08-30 23:11:38,2.763794847077296,0.0,2.0037142811141395,160.77249351763624
"SELECT customer_id, SUM(total_amount) FROM customers GROUP BY customer_id HAVING SUM(total_amount) > 1000",2276b9e6951043c1a59915df2ed9b576,54.63,33.11,4755.15,528,60.8,2478,v1.0,r1.0.0,s3,No Regression,0,2026-08-30 23:16:38,3.4145730777493464,0.0,2.4755197901282138,103.03795537347688
SELECT * FROM customers WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,cd63b7537d8a45279a39ed0d22dd4a9d,43.29,32.47,6569.89,550,47.52,754,v1.0,r2.0.0,s1,No Regression,0,2026-08-30 23:21:38,1.4428043898760732,0.0,1.046013876140644,142.36102596735162
"SELECT id, status, created_at FROM products WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",eed48ace468b4d6bbaf755969395db21,10.59,7.8,805.59,142,8.69,575,v1.2,r2.0.0,s2,No Regression,0,2026-08-30 23:26:38,0.5776053033304833,0.0,0.4187561158363306,17.456094228219772
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,dfe7e76882034c638976f765820649e5,107.85,64.98,10484.31,1052,95.34,3101,v2.0,r1.2.0,s4,No Regression,0,2026-08-30 23:31:38,10.129115999340469,0.0,7.343473559335641,227.181448724372
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",75b12475bce1419e821560ce552618b3,12.85,10.99,-258.47,47,13.03,118,v1.2,r1.2.0,s1,No Regression,0,2026-08-30 23:36:38,0.0010799828578625435,0.0,0.000782973120434767,-5.600710876708952
"SELECT id, status, created_at FROM inventory WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",656dd482cfbd4907bcd2eaba34627563,84.39,44.61,8701.52,996,72.88,997,v1.0,r1.0.0,s4,No Regression,0,2026-08-30 23:41:38,-0.09955777017069395,0.0,-0.0721780511668056,188.550693341202
SELECT COUNT(*) FROM employees WHERE status = 1,7beafc572f714787858c5f7242973260,112.0,70.57,10218.07,973,113.01,2968,v1.1,r1.2.0,s1,No Regression,0,2026-08-30 23:46:38,7.674539665271792,0.0,5.563938562423966,221.41237198890948
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",933588d3b72848239bdac2a6976e5c63,12.25,9.47,1167.93,117,11.44,479,v1.2,r2.0.0,s2,No Regression,0,2026-08-30 23:51:38,0.33969175782599026,0.0,0.2462719789250937,25.307533772719026
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,670cfd78512849da80346db772d89fb5,12.31,6.79,897.8,203,14.23,367,v1.1,r2.0.0,s4,No Regression,0,2026-08-30 23:56:38,-1.1434622377136492,0.0,-0.8289948213936632,19.454165764341305
SELECT * FROM orders WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,0dc61ef104fa42a7accbb43893c014ea,114.31,76.51,12285.9,951,73.16,3241,v1.2,r1.1.0,s3,Minor,1,2026-08-31 00:01:38,76.29925789695973,0.5615401854955127,55.315940996207125,1891.3007533147681
"SELECT customer_id, SUM(total_amount) FROM orders GROUP BY customer_id HAVING SUM(total_amount) > 1000",a03b747479264ad0a5b0060fd821aef4,55.17,31.81,4462.05,555,50.72,576,v1.0,r1.0.0,s3,No Regression,0,2026-08-31 00:06:38,3.6694443563705113,0.0,2.6602980566334504,96.68685714945325
"SELECT t1.id, t2.name FROM shipments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",e4d8a96575c84b478fd56d0be4119587,90.44,56.0,10537.85,967,81.66,4192,v1.0,r1.1.0,s3,No Regression,0,2026-08-31 00:11:38,3.697010628721169,0.0,2.680283235216624,228.34159133411006
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",6166958f8d1d4ffdba510e3bcb3ba87b,59.37,48.9,4448.51,584,52.21,851,v1.2,r1.2.0,s2,No Regression,0,2026-08-31 00:16:38,-4.282720361137356,0.0,-3.104914953692736,96.39346284732673
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",29b5e69c65e64549880922b5e86c6e2c,64.06,33.62,6814.08,847,71.67,2881,v1.2,r1.0.0,s4,No Regression,0,2026-08-31 00:21:38,1.4306423676515958,0.0,1.037196572770901,147.65230769824325
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",479b4bd6b9fd4ba18310a3b14a9ab3dd,44.08,39.54,5112.59,483,47.44,2307,v1.1,r1.0.0,s2,No Regression,0,2026-08-31 00:26:38,-1.956351335274667,0.0,-1.4183285396569578,110.78321825029373
SELECT COUNT(*) FROM orders WHERE is_deleted = false,777c4fb9ba4b4556a2bfd34fc592e043,73.75,52.68,10161.16,1063,62.87,5122,v1.2,r1.0.0,s4,No Regression,0,2026-08-31 00:31:38,7.238382859145763,0.0,5.247730714303822,220.17920583425516
SELECT * FROM payments WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,1f7cd24656414611b586795849230165,12.01,8.15,1261.36,155,13.89,264,v1.1,r1.1.0,s4,No Regression,0,2026-08-31 00:36:38,-0.7321416016153056,0.0,-0.5307928642047065,27.332041132222706
SELECT COUNT(*) FROM payments WHERE status = 1,56100ee6120a4f738ed33c6bbb51e723,7.88,7.05,690.73,119,6.86,381,v1.1,r2.0.0,s4,No Regression,0,2026-08-31 00:41:38,-0.5593222303490313,0.0,-0.40550113257506293,14.967226462913198
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",6263a1fd0ae5455c8f691211ebcb3667,97.39,80.93,9987.25,939,106.2,4562,v1.0,r1.0.0,s4,No Regression,0,2026-08-31 00:46:38,9.452246175391371,0.0,6.852751994333719,216.41080087983704
"SELECT t1.id, t2.name FROM customers t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",554b2108b88043eaab289a9fb45213d2,46.7,33.98,9029.5,812,55.23,3872,v2.0,r2.0.0,s3,No Regression,0,2026-08-31 00:51:38,-0.8243042548631226,0.0,-0.5976095545583001,195.6575960894629
SELECT COUNT(*) FROM orders WHERE category_id = 5,22646e1d426d44099404ab84388999e7,59.02,38.49,4672.27,464,60.24,502,v1.1,r2.0.0,s4,No Regression,0,2026-08-31 00:56:38,-2.731846588355556,0.0,-1.9805522210483657,101.24205288010576
"SELECT id, status, created_at FROM customers WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",97859f1addb74649961120a1184c291c,10.01,7.94,1898.7,88,11.12,139,v1.0,r2.0.0,s3,No Regression,0,2026-08-31 01:01:38,-0.3304859368526301,0.0,-0.23959788190475653,41.14237529155139
"SELECT t1.id, t2.name FROM payments t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",9dccfdfe2f0c4b82bf49f550ef9f7676,116.04,93.67,9209.54,991,112.87,3856,v1.1,r1.1.0,s2,No Regression,0,2026-08-31 01:06:38,-8.569863449097218,0.0,-6.213036325150196,199.55883022202252
SELECT * FROM employees WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,434f1dbc1388451d8d4cecbbd5e29111,78.88,54.25,9447.82,810,72.52,2515,v2.0,r1.2.0,s4,No Regression,0,2026-08-31 01:11:38,0.23092413547027968,0.0,0.16741690816344262,204.72204989046452
"SELECT t1.id, t2.name FROM orders t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",f1c7c9d18dbb4f8b8e0288bcc5fca72d,13.49,11.3,-356.03,106,13.85,265,v2.0,r2.0.0,s1,No Regression,0,2026-08-31 01:16:38,-0.9047054264046271,0.0,-0.6558993280580895,-7.714709998973529
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",ca84c31b58514bf6870ea1d72c2a4c95,10.36,5.86,1658.98,59,10.78,148,v1.0,r2.0.0,s4,No Regression,0,2026-08-31 01:21:38,-0.6004899441922544,0.0,-0.43534717423612096,35.94795268403535
"SELECT t1.id, t2.name FROM inventory t1 JOIN customers t2 ON t1.customer_id = t2.id WHERE t2.is_active = true",45aa692ee3364d6aac8a1e08e2913000,13.37,7.3,1037.28,45,11.87,167,v2.0,r1.1.0,s2,No Regression,0,2026-08-31 01:26:38,-0.7853776506112371,0.0,-0.5693882873621247,22.476517112982787
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,4e21e63cad4147b192fadb42c685b1c2,9.97,6.21,703.32,239,11.45,898,v1.0,r1.1.0,s1,No Regression,0,2026-08-31 01:31:38,0.28856377484413176,0.0,0.20920487541932997,15.240035492733934
SELECT * FROM inventory WHERE status = 'PENDING' ORDER BY created_at DESC LIMIT 100,85ca3b06b237464fb09923040d8e97ce,121.0,66.41,10290.85,994,141.72,3910,v1.1,r1.2.0,s2,No Regression,0,2026-08-31 01:36:38,11.223015437791254,0.0,8.136536014475706,222.98942053460874
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",99e83c6e898947c9b38be4080d3c5d7a,119.02,100.42,11262.83,854,102.01,1424,v1.0,r2.0.0,s1,No Regression,0,2026-08-31 01:41:38,7.041184946533743,0.0,5.104764866413756,244.05097103541564
SELECT COUNT(*) FROM shipments WHERE is_deleted = false,9129114498034bceb3ec194720bf8026,56.43,39.11,5148.64,434,57.87,1960,v1.2,r1.0.0,s2,No Regression,0,2026-08-31 01:46:38,4.0260172148049564,0.0,2.918808607609525,111.56437516252865
"SELECT id, status, created_at FROM orders WHERE created_at > CURRENT_DATE - INTERVAL '30 days'",2abe53673ae2459fa4f02d50c94d6bdf,94.08,48.98,10492.1,827,103.07,1607,v2.0,r2.0.0,s4,No Regression,0,2026-08-31 01:51:38,-7.8377591769574195,0.0,-5.682270524315718,227.35024795727935
